Codigo_Barea;Descripcion;Formato
8639042;AFEITADORA BRAUN CRUZER 6 FACE/MG-5050;3
8639047;AFEITADORA BRAUN HC 20 HAIR CLIPPER;1
8630135;AFEITADORA BRAUN WATERFLEX AZUL;6
8630104;AFEITADORA CORPORAL BABYLISS E838XE;6
8630019;AFEITADORA PHILIPS HQ-6940;1
8630123;AFEITADORA PHILIPS HQ6990;1
8632875;AFEITADORA PHILIPS HS-8020;12
7711160;AFILA LAPICES BETER.REF-34050;10
8520056;AFILACUCHILLOS METALTEX  REF-255110;12
7912117;AFILADOR CHAIRA WMF SPITZENKLASE 25 CM R1895556030;12
7912121;AFILADOR CHAIRA WMF WETZSTAHL 23 CM R-1894656030;12
7914561;AFILADOR CUCHILLOS GOURMET  WMF 1876516030;1
8440585;AFILADOR DOMESTICO DE MANO ARCOS REF-610600;12
7912119;AFILADOR WMF CUCHILLOS;12
7912115;AFILADOR WMF GRAN GOURMET 34 CM 1880646030;12
7912120;AFILADOR WMF UNIVERSAL19 CM MATE R-1874436030;1
7750173;AFTERLACER GEL 8GR;1
8527853;AGITADOR WHISKY PALMERA 100 U.;1
8527956;AGITADOR WHISKY TIMON & ANCLA 100 U.;1
4341897;AGRIO YUDIT LIMON 450 CC.;15
6020486;AGUA DE COCO GRACE 1 L. BRIK;12
7330482;AGUA DE COLONIA CHAPE FRESC 750 ML;12
7330483;AGUA DE COLONIA FRESCA 750 ML;12
7330484;AGUA DE COLONIA LAVANDA 35  1000 ML;12
7330485;AGUA DE COLONIA LAVANDA S/EST. 1000 ML;12
7750210;AGUA DE COLONIA SEBAMED 250 ML. 1526168;1
6015555;AGUA DE MAR MEDITERRANEA 10 L.;1
7614961;AGUA DE PEINADO GRAFIC CORTOS 150 ML;6
7621460;AGUA DE PEINADO GRAFIC RIZADOS 150 ML.;6
7050002;AGUA DE PLANCHAR LAZARO 750 ML.;15
7039092;AGUA DE PLANCHAR SIMON VERDE FLORAL 2 L.;6
7030154;AGUA DE PLANCHAR VERNEL AZUL 650 ML.;12
7530464;AGUA DESTILADA P.Q.S. 1 L.;12
7533072;AGUA DESTILADA P.Q.S. 5 L.;4
7535050;AGUA FUERTE SIMON VERDE 1 L.;12
7350132;AGUA MICELAR DESMAQUILLADORA BABARIA 300 ML.;6
7350157;AGUA MICELAR HIDRATANTE DIADERMINE 400 ML.;10
7350151;AGUA MICELAR PURIFICANTE DIADERMINE 200 ML.;12
6010351;AGUA MINERAL AQUA NEVADA 5 L.;2
6010362;AGUA MINERAL AQUA NEVADA 8 L.;2
6010008;AGUA MINERAL AQUABONA 1,5 L.;6
6010006;AGUA MINERAL AQUABONA 2.5 LITROS;4
6017777;AGUA MINERAL AQUABONA 5 LITROS;2
6018579;AGUA MINERAL AQUAREL 1,5 L.;6
6017755;AGUA MINERAL AQUAREL ICE AGE PERSONAJES 33 CL.;35
6018775;AGUA MINERAL AQUAREL SPORT 33 CL.;6
6010057;AGUA MINERAL CONSEMUR 1.5 L.;6
6010075;AGUA MINERAL CONSEMUR 33 CL.;24
6010083;AGUA MINERAL CONSEMUR 33 CL.SPORT;24
6010046;AGUA MINERAL CONSEMUR 5 L.;2
6010062;AGUA MINERAL CONSEMUR 50 CL.;24
6018758;AGUA MINERAL CONSEMUR 50 CL.SPORT;24
6010095;AGUA MINERAL CONSEMUR 8 L.;2
6010174;AGUA MINERAL DEL ROSAL 1.5 L.;6
6010003;AGUA MINERAL DEL ROSAL 1/2 L.;24
6010007;AGUA MINERAL DEL ROSAL 4 L. + 1 L. GRATIS;2
6010185;AGUA MINERAL DEL ROSAL 5 L.;2
6010196;AGUA MINERAL DEL ROSAL 8 L.;2
6010019;AGUA MINERAL EVIAN ELISEE SAAB 2014 750 ML.;12
6010020;AGUA MINERAL EVIAN NOEL 2013 750 ML.;12
6010022;AGUA MINERAL FONTEFORTER C/GAS 33 CL.;24
6018585;AGUA MINERAL FONTER C/GAS 1, L.;6
6010270;AGUA MINERAL FONTER C/GAS 1,250 L.;6
6010021;AGUA MINERAL FONT-VELLA  KIDS 33 CL.;35
6010005;AGUA MINERAL FONT-VELLA 1,5 L. (PACK 3+1);1
6010177;AGUA MINERAL FONT-VELLA 1,5 L..;6
6010475;AGUA MINERAL FONT-VELLA 1/2 L.;24
6010372;AGUA MINERAL FONT-VELLA 33 CL.;35
6010056;AGUA MINERAL FONT-VELLA 330ML.T/POKET PACK-1;2
6010491;AGUA MINERAL FONT-VELLA 330ML.T/POKET PACK-6;4
6010970;AGUA MINERAL FONT-VELLA 5 L.;3
6010060;AGUA MINERAL FONT-VELLA 500ML.T/POKET PACK-6;4
6019001;AGUA MINERAL FONT-VELLA 6,25 L.;3
6010024;AGUA MINERAL FONT-VELLA TE LIMON 1,250 L.;6
6018888;AGUA MINERAL FONT-VELLA TE VERDE MENTA 1,250 L.;6
2450291;AGUA MINERAL FONT-VELLA, 2.5 L.;2
6013070;AGUA MINERAL FUENTE PRIMAVERA S.BENEDETTO 2L.;6
6011176;AGUA MINERAL FUENTEVERA 8 L.;2
6010578;AGUA MINERAL LANJARON 1,5 L.;6
6010255;AGUA MINERAL LANJARON 2 L.;6
6010476;AGUA MINERAL LANJARON 40 CL.SPORT;24
6010002;AGUA MINERAL LANJARON 40 CL.T.ROSCA;35
6010058;AGUA MINERAL LANJARON 50 CL T.ROSCA;24
6010023;AGUA MINERAL LANJARON 50 CL.VIDRIO N/R;20
6010410;AGUA MINERAL LANJARON 6 LITROS;3
6010004;AGUA MINERAL LANJARON 6,25 LITROS;3
6018787;AGUA MINERAL LANJARON KIDS 33 CL.;35
6015957;AGUA MINERAL LEVITE FRESA 1.25 L.;6
6011111;AGUA MINERAL LEVITE LIMON 1.25 L.;6
6017585;AGUA MINERAL LEVITE NARANJA 1.25 L.;6
6010152;AGUA MINERAL LOS RISCOS 1.5 LITROS;6
6010093;AGUA MINERAL LOS RISCOS 1/3;30
6011479;AGUA MINERAL LOS RISCOS 5 L.  .;3
6010670;AGUA MINERAL MONDARIZ 1,5 L.  .;6
6011670;AGUA MINERAL MONDARIZ 33 CL.  .;40
6018877;AGUA MINERAL SAN PELLEGRINO LIMON C/GAS 33 CL.;24
6017788;AGUA MINERAL SAN PELLEGRINO NARANJA C/GAS 33 CL.;24
6010395;AGUA MINERAL SOLAN DE CABRAS 0.5 L.;20
6010001;AGUA MINERAL SOLAN DE CABRAS 1.5 L.;6
6012672;AGUA MINERAL SOLAN DE CABRAS 33 CL. TAPON INFANTIL;24
6012775;AGUA MINERAL SOLAN DE CABRAS 5 L.;3
6011972;AGUA MINERAL VICHY CATALAN C/GAS 1 L.;12
6012075;AGUA MINERAL VICHY CATALAN C/GAS 1/2 L.;20
6010082;AGUA MINERAL VICHY CATALAN C/GAS 1/4  PACK-6;4
7750929;AGUA OXIGENADA 250 ML.;1
7750666;AGUA OXIGENADA 250ML VAZA  333595;1
7530084;AGUA OXIGENADA KELSIA/DYNS 250 ML.;24
7530073;AGUA OXIGENADA KELSIA/DYNS 500 ML.;15
1237717;AGUACATE ISLA BONITA P.K.;4
6460071;AGUARDIENTE ANTIOQUE•O 70 CL 30ß;12
6460510;AGUARDIENTE CREMA ORUJO RUAVIEJA 70 CL.;6
1513379;AGUARDIENTE GOMEZ 1L.;12
6460123;AGUARDIENTE LA PE•A 45ß 1 L.;12
6420775;AGUARDIENTE LA TORRE ALOSNO 1 L.50ß;12
6423770;AGUARDIENTE ORUJO RUAVIEJA 70 CL BOT. MARRON;6
1513276;AGUARDIENTE PACO TORONJO 1L.;12
6460101;AGUARDIENTE REBOLLO 1 L 45ß;12
6460720;AGUARDIENTE REBOLLO 45ß 3/4;6
6460694;AGUARDIENTE STROH 70 CL 80ß;6
7534575;AGUARRAS PURO PQS 1 L.;12
7534671;AGUARRAS PURO PQS 1/2 L.;24
8520036;AGUJA MECHAR 33 CM METALTEX REF-251060;12
8041342;AGUJA MECHAR METALKAY;24
8110058;AIRLIFTER AVION RADIO CONTROL MK 856221;1
1275658;AJETES BANDEJA PRECIO UNIDAD;12
1185757;AJO FRITO LAMINADO P.MEDITERRANEO 2 K.;8
1275598;AJO PELADO CA•ADA BOLSA 1 K. PREC.UNIDAD;10
2748788;AJOS AGRUCAPERS DELICIAS 1 K.CUBETA;4
2740695;AJOS AGRUCAPERS DELICIAS 100 G.;12
2740592;AJOS AGRUCAPERS DELICIAS 700 G.;6
2741111;AJOS DON AJO BLACK ALLIUM CAJA 50 G.;6
2740002;AJOS DON AJO DADOS 1 K.;6
2740003;AJOS DON AJO MOLIDO 1 K.;6
2740004;AJOS DON AJO MORADO PEDRO•ERAS LAMINAS 1 K.;6
2740001;AJOS DON AJO PELADOS DIENTES 1 K.;6
5319011;AJOS FINDUS PICADO CONG.75 G.;10
5310009;AJOS FRUDESA PICADO CONG.60 G.;8
1233101;AJOS GORDOS CASTA•O MARIN 500 G P.UND.;1
1237576;AJOS ISLA BONITA MALLA DE 500 G.P.UND;10
7910991;AK-CEPILLO LIMPIEZA BARBACOA 41,8CM WMF 0690169991;1
7550350;ALARGADOR PEST+CREMA HIDR.BABARIA GINSENG20ML;6
4034590;ALBONDIGAS ABRICOME A LA JARDINERA CAZUELA;10
4020190;ALBONDIGAS ABRICOME C/GUISANTE  LATA 420 G.;12
4020292;ALBONDIGAS ABRICOME LATA 2.6 K.;6
4020016;ALBONDIGAS ATUN CALVO SALSA TOMATE 280 G.;8
5057595;ALBONDIGAS CARTENOVA DE MERLUZA 1 K.;4
4030096;ALBONDIGAS CASERAS MIXTAS SIMON'S 1 KG.;4
4030035;ALBONDIGAS CON TOMATE ABRICOME BANDEJA 350 GR.;10
4031003;ALBONDIGAS CON VERDURAS V.SANO ABRICOME 320 G.;10
5550022;ALBONDIGAS DE BACALAO MOLINERO 12 U.;12
5410029;ALBONDIGAS DE CARRILLERA JAMON SETAS V.ORTIZ.500 G;12
5522860;ALBONDIGAS DE CHOCO 12 UND. BAREA;12
5559002;ALBONDIGAS DE CHOCO MOLINERO 12UX30 G;12
4033007;ALBONDIGAS DE POLLO JARDINERA CALVO 250 G.;8
4030458;ALBONDIGAS DELICHEF DE CARNE 1 K.;6
5575050;ALBONDIGAS D'MARIA DE CHOCO 1 K.;5
5050009;ALBONDIGAS EL POZO DE CERDO 360 G.;12
4021290;ALBONDIGAS FRIPOZO DE CARNE 2 K. P.BOLSA;1
4020395;ALBONDIGAS LOURI•O LATA 500 G.;12
4020017;ALBONDIGAS LOZANO CON GUISANTES LATA 500 G.;12
4021091;ALBONDIGAS LOZANO DE POLLO LATA 500 G.;12
5320943;ALBONDIGAS M.BARRAGAN PROVENZAL 350 GR.;6
5180510;ALBONDIGAS POLLO GUERRERO P.KILO;12
4030044;ALBONDIGAS TERNERA CON VERD. HALAL ABRICOME 420 GR;12
4030062;ALBONDIGAS TERNERA ULLOH 425 G.TARRO;6
5500027;ALBONDIGAS V.ORTIZ CHOCO Y GAMBAS 1 K. P.U.;5
1120022;ALCACHOFAS CON ACTE.EL NAVARRICO CRISTAL 500 GR.;12
1120250;ALCACHOFAS CON TALLO ACTE.ALSUR 5/7 650 G.CRISTAL;6
1128557;ALCACHOFAS CON TALLO ACTE.ISTA RISTORAZIONE 3 K.;6
1120210;ALCACHOFAS CON TALLO AL NATURAL DEMETRA 3 K.;6
1124490;ALCACHOFAS CUARTOS CONSEMUR LATA 3 K.;6
1120032;ALCACHOFAS EN ACTE.OLIVA HUERTA C.RICO 300 G.;20
1120001;ALCACHOFAS ENT. PINO CANTILLANA ACEITE 425 G.;12
1120012;ALCACHOFAS ENT.ALSUR 16/20 FRASCO 205 G.;12
1120013;ALCACHOFAS ENT.ALSUR 32/40 FRASCO 390 G.;12
1120009;ALCACHOFAS ENT.CAPRICHOS 26/28 1/2 GALON;6
1120464;ALCACHOFAS ENT.CAPRICHOS 30 U. ORZA-212;8
1120453;ALCACHOFAS ENT.CAPRICHOS 60 U. ORZA-370;8
1120033;ALCACHOFAS ENT.CAPRICHOS PALADAR SEMIL MEDITE.A370;12
1120028;ALCACHOFAS ENT.CAPRICHOS PALADAR TARRO 370 ML.;8
1120372;ALCACHOFAS ENT.CONSEMUR 12/16 CRISTAL 314 ML.;12
1120593;ALCACHOFAS ENT.CONSEMUR 14/16 500 G.;12
1121690;ALCACHOFAS ENT.CONSEMUR 3 K.CORAZONES;3
1120290;ALCACHOFAS ENT.CONSEMUR 5/7 LATA 500 G.;12
1125294;ALCACHOFAS ENT.CONSEMUR 8/10 LATA 500 G.;12
1120375;ALCACHOFAS ENT.CONSEMUR 8/12 CRISTAL 314 ML.;12
1120021;ALCACHOFAS ENT.EL NAVARRICO CRISTAL 1 K.;12
1120026;ALCACHOFAS ENT.LC EXT.ACTE.OLIVA B-370;12
1120025;ALCACHOFAS ENT.LC EXT.NTRAL FRAS B-370;12
1127575;ALCACHOFAS ENT.LC EXT.NTRAL TC-314;12
1120442;ALCACHOFAS ENT.MARCELO 18/20 FRASCO 370;12
1126296;ALCACHOFAS ENT.MENSAJERO 12/14 500 G.;12
1124139;ALCACHOFAS EXITO CARNE LATA 500G.;12
5319008;ALCACHOFAS FINDUS CORTADAS 400 G.;20
1127578;ALCACHOFAS FONDOS AMPHORA 30/40 3 K.;6
5310384;ALCACHOFAS FRUDESA CORTADAS 400 G.;16
1120004;ALCACHOFAS LA LOMA CARNE 420 G.;12
1120103;ALCACHOFAS LA NI•A DEL SEGURA ENT ANFORA;8
1120029;ALCACHOFAS MITAD CAPRICHOS PALADAR 370 ML.BRASEADA;12
1120034;ALCACHOFAS MITAD IBERICA CAPRICHOS PALADAR 24/28P.;12
1120030;ALCACHOFAS PETALOS CAPRICHOS PALADAR T.370 ML.;12
1120037;ALCACHOFAS RABO RUFINO 420 G.;6
1120107;ALCACHOFAS RELL.DE JAMON EL NAVARRICO LATA 500 ;12
1120108;ALCACHOFAS RELL.VIEIRA/GAMBA EL NAVARRICO LATA 500;12
1120039;ALCACHOFAS ROSARA CON JAMON TARRO 340 G.;9
1120040;ALCACHOFAS ROSARA RELLENAS DE MARISCO LATA 400 G.;8
1120475;ALCACHOFITAS ENT.CAPRICHOS 12/14 FRASCO B-370;12
2740299;ALCAPARRAS DELICIAS CRISTAL 370 G.;6
2741292;ALCAPARRAS DELICIAS CRISTAL 65 G.;12
2740006;ALCAPARRONES DELICIAS FINOS 370 G;6
2740391;ALCAPARRONES DELICIAS FINOS 720 G.;6
2710022;ALCAPARRONES ESCAMILLA 3183 G;4
2740150;ALCAPARRONES OLIBAREA 1,5 L.;4
7750537;ALCOHOL 70ß APOTEX 161898;1
7750538;ALCOHOL 96ß 250ML APOTEX 161898;1
7750665;ALCOHOL 96ß 250ML VAZA 152922.0;1
7535990;ALCOHOL DE LIMPIEZA SIMON VERDE LIMON 1 L.;12
7531067;ALCOHOL DE QUEMAR P.Q.S. 1 L.;12
7750248;ALCOHOL DE ROMERO;1
7751002;ALCOHOL DE ROMERO 500ML GRANADIET;1
7530062;ALCOHOL KELSIA 250 ML.96ß;24
7530051;ALCOHOL KELSIA 500 ML.96ß;15
7750716;ALCOHOL ROMERO GRANADIET 250 ML.;1
7530020;ALCOHOL URAL 250 ML.;12
7530035;ALCOHOL URAL 500 ML.;10
4960035;ALFAJOR ESPECIAL GAMITO 2 K.PRE.EST.;1
4960003;ALFAJOR ESTEPE•A SEVILLANO 150 G.;12
4975104;ALFAJORES ALMEDRAS D.ANTEQUERA 1 K.;5
4932794;ALFAJORES DE ALMENDRA ESTEPE•A 250G.;8
4960008;ALFAJORES EL MESIAS ALMENDRA BOLSA 250 G.;18
4969193;ALFAJORES LA MURALLA 6 K.GNEL PR.EST.;1
4960152;ALFAJORES PATRIARCA ALMENDRA 3 K. GNEL.PR.EST;1
4963003;ALFAJORES PATRIARCA ALMENDRA 500 G. BOLSA;20
4969893;ALFAJORES S.ENRIQUE ALMENDRA 3 K.PR.EST.;1
1275579;ALFALFA GERMINADA PREC.UNIDAD;6
8480006;ALFOMBRA BA•O RAYEN 37 X 90;6
8480010;ALFOMBRA DUCHA RAYEN 54 X 54;6
8480452;ALFOMBRA MULTIUSO 75X50 RAYEN;10
7750988;ALGA ESPAGUETTI DE MAR BIO 50GR EL GR;1
7750990;ALGA KOMBU 50GR EL GRANERO;1
7750989;ALGA WAKAME 50GR EL GRANERO ;1
7710664;ALGODON BOTIQUIN BEL 120 G.;20
7710022;ALGODON BOTIQUIN FAMOS CARE ZIG-ZAG 100 G.;100
7714265;ALGODON DESMAQUILL.BEL BOLAS;16
7710124;ALGODON DESMAQUILL.BEL DISCO 75 U.;21
7710021;ALGODON DESMAQUILL.FAMOS CARE DISCOS 80 U.;24
7710050;ALGODON DESMAQUILL.FAMOS CARE DISCOS OVALES 40 U.;40
7710058;ALGODON DESMAQUILL.VELVERA DISCOS CONFORT 100 U.;24
7710060;ALGODON DESMAQUILL.VELVERA DISCOS OVALADOS 40 U.;24
7710061;ALGODON ZIGZAG VELVERA COTTON 100 G.;21
7911063;ALIANZA PPL012-6 ONDA PAVE;1
7911062;ALIANZA PPL014-6 CA•A GRANDE;1
7710660;ALICATES CORTA PIELES POPULAR BETER.REF-34042;5
7710860;ALICATES CORTA U•AS MANICURA BETER.REF-34043;5
4530790;ALIM.ALPISTE CABALLERO 500 G.;20
4530399;ALIM.CANARIO NIDO C/VITALNID,400 G.;12
4541795;ALIM.CANARIO NIDO CANTOR 150 G.;24
4510240;ALIM.FRISK.BASTONCILLOS PIEL DE BUEY 50 U.;12
8627051;ALIM.FRISK.CANAR.2 BARRITAS CON 3 CEREALES NIDO 45;12
4517892;ALIM.FRISK.CANAR.BARRITA MIEL NIDO,45 G.;12
4510181;ALIM.FRISK.CANARIO NIDO BARRITAS CON FRUTAS 45 GR.;12
4520005;ALIM.FRISK.HAMSTER,NIDO 400 G.CAJA;12
4515895;ALIM.FRISK.HUESO 2 U.PEQU PIEL B.2370;12
4515696;ALIM.FRISK.HUESO GRANDE.PIEL B.2344;8
4515291;ALIM.FRISK.HUESO MEDIAN.PIEL B.2309;12
4510251;ALIM.FRISK.HUESO MINI ONDULADOS 7 U.;6
8629552;ALIM.FRISK.HUESO NUDO 2U PEQUE•O;12
4517096;ALIM.FRISK.HUESO NUDO GDE.PIEL B.2186;6
4515991;ALIM.FRISK.HUESO NUDO PEQU.2418;6
8626450;ALIM.FRISK.HUESO ONDULADO PEQU 2 U 2385;6
4510553;ALIM.FRISK.HUESO VITAL CHEWING ADULTOS;12
4510564;ALIM.FRISK.HUESO VITAL CHEWING JUNIOR;18
4510435;ALIM.FRISK.PARA PECES ROJOS 70 G;6
8627950;ALIM.FRISK.PECES TROPICAL 40 G.;6
8627154;ALIM.FRISK.PERIQUI.BARR.3 CEREALES 45 GR;12
4517995;ALIM.FRISK.PERIQUI.BARR.MIEL NIDO,45 G.;12
4531590;ALIM.FRISK.PERIQUITO EXOT.BARRITA.4227;1
4510262;ALIM.FRISK.TORTUGA ACUATICAS GRANOS 30 G.;24
8627456;ALIM.FRISK.TORTUGA GAMMARUS 25 G.;12
8627552;ALIM.FRISK.TORTUGA GAMMARUS 60 G.;6
4540690;ALIM.FRISK.TORTUGA M/GAMBA 30G MULTIFLOC 5816;12
4520057;ALIM.FRISKIES CONEJOS ENANOS 800 G.;12
4528170;ALIM.GATO AFFINITY  RUBADUB SALMON 85 G.;10
4520655;ALIM.GATO AFFINITY BREKKIES BOC.POLLO LAT 400;24
4521590;ALIM.GATO AFFINITY BREKKIES BOCAD ATUN LAT400;24
4521690;ALIM.GATO AFFINITY BREKKIES BOCAD BUEY LAT400;24
4522090;ALIM.GATO AFFINITY BREKKIES COMPLET 1,5 K.;6
4525002;ALIM.GATO AFFINITY BREKKIES COMPLET 3K.;4
4520051;ALIM.GATO AFFINITY BREKKIES COMPLET 4 K.;4
4525001;ALIM.GATO AFFINITY BREKKIES COMPLET BOLA PEL 1,5 K;6
4520004;ALIM.GATO AFFINITY BREKKIES EXCEL ESTER.1,5 K;6
4520002;ALIM.GATO AFFINITY BREKKIES INTERIOR 1.5 KG.;6
4521870;ALIM.GATO AFFINITY BREKKIES MIX BUEY 1,5 K.;6
4520009;ALIM.GATO AFFINITY BREKKIES MIX BUEY 4 KG.;4
4522190;ALIM.GATO AFFINITY BREKKIES MIX PESCADO 1,5 K;6
4520000;ALIM.GATO AFFINITY BREKKIES MIX POLLO 1,5 K;6
4525695;ALIM.GATO AFFINITY ULTIMA 800 G POLLO-ARROZ;8
4510128;ALIM.GATO AFFINITY ULTIMA BOLA PELO 800 G.;8
4510127;ALIM.GATO AFFINITY ULTIMA ESTERILIZAD BOLA 1.5 KG.;8
4520060;ALIM.GATO AFFINITY ULTIMA ESTERILIZADO 800 G.;8
4520574;ALIM.GATO AFFINITY ULTIMA HAIRBALL 800 G.;8
4510126;ALIM.GATO AFFINITY ULTIMA POLLO 1.5 KG.;8
4520038;ALIM.GATO BREKKIES DELICIUS AVE 750 G.;8
4520039;ALIM.GATO BREKKIES DELICIUS PESCADO 750 G.;8
4520040;ALIM.GATO BREKKIES MIX PESCADO 4 K.;4
4510036;ALIM.GATO BREKKIES MULTIPAC 6  X 100 G.;5
4520041;ALIM.GATO BREKKIES POLLO 1.5 K.;6
4520042;ALIM.GATO BREKKIES TARRINA ATUN 100 G.;32
4520043;ALIM.GATO BREKKIES TARRINA POLLO 100 G.;32
4526491;ALIM.GATO FELIX BUEY HIGADO LATA 400 G.;24
4520670;ALIM.GATO FELIX CARNE 4 X 100G.;10
4526594;ALIM.GATO FELIX POLLO PATO LATA 400 G;24
4528754;ALIM.GATO FELIX SELECC.PESCADO GELATINA SOB.100G.;10
4520054;ALIM.GATO FELIX SENSAT.BUEY&POLLO&TOMATE 4X100 G.;10
4520053;ALIM.GATO FELIX SENSAT.SALM&GAMB&TRUCHA 4X100 G.;10
4510077;ALIM.GATO FELIX SENST.CRUNCHY PESCADO 3 X 100 G.;10
4510076;ALIM.GATO FELIX SENST.CRUNCHY SABORES 3 X 100 G.;10
4526395;ALIM.GATO FELIX TRUCHA SALMON LATA 400 G.;24
4520353;ALIM.GATO FRISKIES ATUN SALMON-TR.1.5 K.;6
4522792;ALIM.GATO FRISKIES ATUN Y VERDURAS PAQUETE 400;20
4520552;ALIM.GATO FRISKIES BACALAO TRUCH.VERDUR.4 K;4
4524995;ALIM.GATO FRISKIES BUEY HIGADO 4 K.;4
4520394;ALIM.GATO FRISKIES BUEY HIGADO VED LATA 400G;24
4520364;ALIM.GATO FRISKIES BUEY HIGADO VERD.1.5 K.;6
4524494;ALIM.GATO FRISKIES BUEY HIGADO VERD.400 G. PAQUETE;20
4520099;ALIM.GATO FRISKIES BUEY POLLO VERD. 20 K;1
4525793;ALIM.GATO FRISKIES BUEY VERDURA LATA 400 G.;24
4524391;ALIM.GATO FRISKIES CONEJO POLLO PAQU 400 G.;20
4524295;ALIM.GATO FRISKIES CONEJO POLLO VER LATA 400G;24
4520077;ALIM.GATO FRISKIES CONEJO POLLO VERD. 20 K;1
4520088;ALIM.GATO FRISKIES CONEJO POLLO VERD. 4 K;4
4520375;ALIM.GATO FRISKIES CONEJO POLLO VERD.1.5 K.;6
4520681;ALIM.GATO FRISKIES GOLOSINA ANTIBOLA PELO 50;12
4520052;ALIM.GATO FRISKIES JUNIOR POLLO  1.5 K.;6
4520073;ALIM.GATO FRISKIES JUNIOR POLLO ZANAH 400 G.;10
4520012;ALIM.GATO FRISKIES ONE BUEY&TRIGO 450 GR.;10
4520011;ALIM.GATO FRISKIES ONE SALMON&ARROZ 450 GR.;10
4520010;ALIM.GATO FRISKIES SALMON 7.5 KG.;1
4522895;ALIM.GATO FRISKIES SALMON ATUN VER LATA 400G;24
4521990;ALIM.GATO GATYMIX CARNE 1,5 K.;5
4520046;ALIM.GATO GATYMIX DON GATO ATUN SALMON 1,5 K.;9
4520006;ALIM.GATO GATYMIX TERNERA POLLO HAIRCARE 1,5 K.;9
4520110;ALIM.GATO GATYNAT ATUN LATA 400G.;12
4520132;ALIM.GATO GATYNAT HIGADO LATA 400 G.;12
4520111;ALIM.GATO GATYNAT POLLO LATA 400G.;12
4520106;ALIM.GATO GATYNAT SALMON LATA 400 G.;12
4510273;ALIM.GATO GOURMET GOLD BUEY 85 G.;24
4510520;ALIM.GATO GOURMET GOLD PESCADO OCEANO 85 G.;24
4510284;ALIM.GATO GOURMET GOLD POLLO 85 G.;24
4510516;ALIM.GATO GOURMET GOLD SALMON POLLO 85 G.;24
4528751;ALIM.GATO GOURMET MON PETIT SELCC.CARNES 50 G.;8
4528752;ALIM.GATO GOURMET MON PETIT SELCC.PESCADO 50 G.;8
4528753;ALIM.GATO GOURMET MON PETIT SELCC.POLLO 50 G.;8
4510087;ALIM.GATO ONE JUNIOR POLLLO 450 G.;10
4520059;ALIM.GATO PURINA ONE BOLAS DE PELO POLLO 800 G.;8
4520058;ALIM.GATO PURINA ONE ESTERILIZADO BUEY 800 G.;8
4520056;ALIM.GATO SNACK FELIX TWIST PATO/HIGADO;6
4520055;ALIM.GATO SNACK FELIX TWIST SALMON/MARISCO;6
4510047;ALIM.GATO SNACKS FELIX FANTASTIC, CARNE 4 X 100 G.;10
4510048;ALIM.GATO SNACKS FELIX FANTASTIC, MIXTO 4 X 100 G.;10
4510043;ALIM.GATO SNACKS FELIX PARTY MIX GRILL BOLSA;8
4510044;ALIM.GATO SNACKS FELIX PARTY MIX OCEANO BOLSA;8
4510042;ALIM.GATO SNACKS FELIX PARTY MIX ORIGINAL BOLSA;8
4520044;ALIM.GATO ULTIMA ESTERILIZADO HAIRBALL 400 G.;6
4520045;ALIM.GATO ULTIMA JUNIOR 400 G.;6
4522290;ALIM.GATO WHISKAS PATE ATUN LATA 400 G.;24
4520497;ALIM.GATO WHISKAS PATE BUEY LATA 400 G.;24
4520036;ALIM.GATO WHISKAS POLLO TARRINA 100 G.;32
4522390;ALIM.GATO WHISKAS POLLO-PAVO LATA 400 G.;24
4523396;ALIM.GATO WHISKAS TERNERA TARRINA 100 G.;32
4523293;ALIM.GATO WHISKAS TRUCHA TARRINA 100 G.;32
4530993;ALIM.MIXTURA CABALLERO 500 G.;20
4530594;ALIM.MIXTURA CANTOR 500 G.;20
8627751;ALIM.PECES NIDO AGUA FRIA PQ•O. 40 G.;12
4510225;ALIM.PECES NIDO AGUAS FRIAS GDE.110 GR.;6
4510214;ALIM.PECES NIDO TROPICAL OILS;6
4530697;ALIM.PERIQUITO NIDO C/VITALNID 400 G.;12
4510038;ALIM.PERRO AFFINITY BON MENU 10 KG. MEDITERRANEA.;1
4510052;ALIM.PERRO AFFINITY BON-MENU 10 K.;1
4510080;ALIM.PERRO AFFINITY BON-MENU 15 K.TRADICIONA;1
4519132;ALIM.PERRO AFFINITY BON-MENU 17 K.TRADICIONA;1
4511691;ALIM.PERRO AFFINITY BON-MENU 4 K TRADICIONAL;4
4511032;ALIM.PERRO AFFINITY BON-MENU LATA 1,250 G.;12
4510494;ALIM.PERRO AFFINITY BON-MENU LATA 800 G.;12
4510343;ALIM.PERRO AFFINITY BON-MENU R.MEDITERRAN.4K;4
4510018;ALIM.PERRO AFFINITY BREKKIES CACHORRO CALCIO 3 K. ;4
4512390;ALIM.PERRO AFFINITY BREKKIES CACHORROS 1,5 K.;6
4510001;ALIM.PERRO AFFINITY BREKKIES CACHORROS 10 K.;1
4510041;ALIM.PERRO AFFINITY BREKKIES CACHORROS 4K.;4
4510007;ALIM.PERRO AFFINITY BREKKIES CACHORROS 8 K.;1
4513994;ALIM.PERRO AFFINITY BREKKIES COMPLET 1.5 K;6
4514090;ALIM.PERRO AFFINITY BREKKIES COMPLET 10 K.;1
4511054;ALIM.PERRO AFFINITY BREKKIES COMPLET 15 K.;1
